code,industry,pred
603281,周期资源,4
603123,金融地产,0
603093,金融地产,3
603081,制造,4
603077,周期资源,0
603049,制造,0
601677,周期资源,4
600941,科技,0
600930,公用事业,3
600929,周期资源,4
600888,周期资源,4
600782,周期资源,0
600711,周期资源,0
600510,金融地产,0
600389,周期资源,4
600360,科技,4
600309,周期资源,4
600226,公用事业,0
600203,科技,0
600169,制造,3
600143,周期资源,4
600114,制造,0
600105,科技,4
301608,科技,3
301598,制造,0
301584,消费,0
301581,制造,0
301421,科技,0
301399,制造,0
301363,消费,0
301290,消费,0
301219,周期资源,0
301200,制造,0
301165,科技,0
301082,公用事业,3
301080,消费,3
301049,公用事业,3
301020,制造,0
300927,周期资源,3
300908,消费,0
300880,公用事业,0
300841,消费,3
300801,周期资源,4
300743,科技,4
300690,科技,0
300668,公用事业,0
300593,科技,3
300523,科技,0
300519,消费,0
300515,制造,0
300503,制造,0
300435,公用事业,3
300394,科技,0
300377,科技,0
300354,制造,0
300258,制造,3
300249,科技,4
300201,制造,0
300180,周期资源,4
300172,公用事业,0
300158,消费,4
300019,周期资源,4
300018,公用事业,0
003023,制造,0
003008,消费,3
003004,科技,4
002993,科技,4
002848,制造,0
002837,制造,0
002825,周期资源,4
002788,消费,0
002787,制造,0
002752,制造,0
002722,制造,3
002668,制造,3
002633,制造,0
002557,消费,0
002540,周期资源,0
002414,科技,0
002396,科技,0
002294,消费,3
002256,公用事业,0
002137,科技,3
002136,周期资源,4
002045,科技,0
002026,制造,0
002008,制造,0
001382,公用事业,0
001286,公用事业,3
001207,周期资源,4
000875,公用事业,3
000810,制造,0
000739,消费,0
000728,金融地产,3
000683,周期资源,4
000670,科技,4
000635,周期资源,0
000633,周期资源,3
000020,科技,0
688606,消费,0
688352,科技,0
688290,制造,3
603400,制造,3
603136,消费,0
603025,制造,0
301479,科技,0
301223,制造,0
300184,科技,0
300012,消费,0
002458,消费,0
688646,制造,0
688596,制造,0
688522,科技,0
688508,科技,0
688368,科技,0
688313,科技,0
688297,科技,3
688197,消费,0
688181,科技,0
688093,科技,0
688048,科技,0
605066,公用事业,3
605007,制造,0
603758,制造,3
603727,周期资源,4
603708,消费,0
603650,周期资源,0
603595,科技,0
603223,周期资源,0
603183,消费,0
603115,科技,4
600976,消费,0
600936,科技,0
600872,消费,0
600763,消费,0
600746,周期资源,4
600674,公用事业,3
300855,周期资源,4
300653,消费,3
300401,消费,0
300373,科技,4
300303,科技,0
300222,公用事业,4
300188,科技,0
300136,科技,4
003006,消费,3
002968,金融地产,0
002917,周期资源,4
002817,消费,0
002749,周期资源,0
002664,制造,0
002415,科技,0
002413,科技,0
002268,科技,3
002262,消费,0
002248,制造,0
002236,科技,0
002200,公用事业,0
002119,科技,0
002016,金融地产,0
000959,周期资源,4
000408,周期资源,0
000404,制造,0
688510,科技,4
688148,科技,0
603919,消费,0
603877,消费,0
603799,周期资源,4
603725,制造,0
603256,周期资源,0
603227,周期资源,4
603162,公用事业,3
603138,科技,0
601933,消费,0
600961,周期资源,0
600829,消费,0
600655,消费,0
301551,消费,0
301256,周期资源,4
301158,制造,3
300773,金融地产,3
300703,消费,0
300557,制造,3
300505,周期资源,0
300415,制造,0
300337,周期资源,3
300308,科技,0
002655,科技,0
002353,制造,0
002334,制造,0
002271,周期资源,4
001205,公用事业,0
688668,科技,4
688525,科技,0
688273,消费,0
605507,消费,0
603129,制造,0
603102,消费,3
603061,科技,0
601877,公用事业,3
600702,消费,0
600318,金融地产,0
301377,制造,0
300996,科技,0
300967,消费,0
300750,科技,4
300433,科技,0
002546,公用事业,3
000506,周期资源,0
688682,科技,0
688315,消费,0
301563,科技,0
300977,公用事业,0
300681,制造,0
300550,科技,0
300522,周期资源,3
300409,科技,0
300243,周期资源,4
002741,科技,0
002615,制造,0
002479,公用事业,3
002380,科技,4
002272,制造,0
002196,制造,0
002128,周期资源,4
002083,制造,0
000990,周期资源,3
000703,周期资源,0
000655,周期资源,4
688486,科技,0
605228,制造,0
603132,周期资源,3
600063,周期资源,4
300768,科技,0
002648,周期资源,0
002150,制造,3
002134,科技,0
000933,周期资源,0
000430,消费,0
002998,周期资源,4
688475,科技,0
603063,科技,0
600550,公用事业,0
600379,公用事业,0
000400,公用事业,0
603588,公用事业,0
300610,周期资源,4
300442,科技,0
002865,科技,0
688252,科技,0
688041,科技,0
002306,消费,0
002107,消费,0
